TYPEQU,REG,DEP,UU2020,AAV2020,BV2012,EPCI,DEPCOM,PRES_2016,PRES_2021
E01G,32,2,CSZ,209,2305,240200519,2121,1,0
G104,32,2,CSZ,209,2305,240200519,2121,1,0
F102,32,2,CSZ,1,2810,200072031,2125,1,0
B203,32,2,CSZ,CSZ,2381,240200634,2126,1,0
G102,32,2,CSZ,CSZ,2381,240200634,2126,1,0
A301,32,2,CSZ,308,2381,240200600,2130,1,0
B203,32,2,CSZ,136,2408,240200576,2133,1,0
B315,32,2,CSZ,136,2408,240200576,2133,1,0
F102,32,2,CSZ,1,2168,200072031,2137,1,0
A104,32,2,CSZ,94,59139,240200493,2143,1,0
A501,32,2,CSZ,94,59139,240200493,2143,1,0
A501,32,2,CSZ,273,2173,200071785,2145,1,0
A507,32,2,CSZ,136,2408,200043495,2153,1,0
A503,32,2,2403,136,2408,200043495,2157,1,0
B103,32,2,2403,136,2408,200043495,2157,1,0
A207,32,2,CSZ,136,2408,200043495,2158,1,0
F103,32,2,CSZ,136,2408,200043495,2158,1,0
A301,32,2,CSZ,CSZ,2173,200071769,2159,1,0
B103,32,2,2202,1,2163,240200584,2163,1,0
G103,32,2,2202,1,2163,240200584,2163,1,0
G104,32,2,2202,1,2163,240200584,2163,1,0
E101,32,2,CSZ,128,2722,240200501,2167,1,0
A104,32,2,2401,209,2168,200072031,2168,1,0
D203,32,2,2401,209,2168,200072031,2168,1,0
F113,32,2,2401,209,2168,200072031,2168,1,0
F117,32,2,2401,209,2168,200072031,2168,1,0
A301,32,2,CSZ,CSZ,2468,240200469,2169,1,0
G104,32,2,CSZ,128,2722,240200519,2172,1,0
C605,32,2,2302,273,2173,200071785,2173,1,0
D202,32,2,2302,273,2173,200071785,2173,1,0
D231,32,2,2302,273,2173,200071785,2173,1,0
D236,32,2,2302,273,2173,200071785,2173,1,0
G104,32,2,2302,273,2173,200071785,2173,1,0
B203,32,2,CSZ,136,2018,240200501,2174,1,0
E101,32,2,CSZ,1,2810,200072031,2185,1,0
A506,32,2,CSZ,1,2168,240200584,2186,1,0
F111,32,2,2401,209,2168,200072031,2187,1,0
F117,32,2,2401,209,2168,200072031,2187,1,0
B203,32,2,CSZ,136,2408,240200576,2189,1,0
G103,32,2,CSZ,128,2722,240200501,2195,1,0
D242,32,2,CSZ,94,80410,200071892,2199,1,0
G104,32,2,CSZ,94,80410,200071892,2199,1,0
A501,32,2,CSZ,466,2361,240200444,2206,1,0
A01G,32,2,CSZ,209,2168,200072031,2209,1,0
D303,32,2,CSZ,209,2168,200072031,2209,1,0
D402,32,2,CSZ,209,2168,200072031,2209,1,0
G104,32,2,CSZ,209,2168,200072031,2209,1,0
F109,32,2,CSZ,209,2168,200072031,2213,1,0
D201,32,2,CSZ,36,51454,240200592,2215,1,0
F106,32,2,CSZ,1,2810,200071991,2216,1,0
B102,32,2,CSZ,CSZ,2173,200071769,2217,1,0
D601,32,2,CSZ,CSZ,2173,200071769,2217,1,0
A301,32,2,CSZ,136,2408,240200576,2218,1,0
A501,32,2,CSZ,136,2408,240200576,2218,1,0
A501,32,2,CSZ,36,2305,200072031,2220,1,0
A501,32,2,2404,128,2722,240200477,2226,1,0
D201,32,2,2404,128,2722,240200477,2226,1,0
F102,32,2,CSZ,209,2305,200072031,2227,1,0
D502,32,2,CSZ,136,2408,240200469,2231,1,0
A301,32,2,CSZ,1,2810,200071991,2232,1,0
F104,32,2,CSZ,1,2810,200071991,2232,1,0
F107,32,2,CSZ,1,2810,200071991,2232,1,0
F113,32,2,CSZ,1,2810,200071991,2232,1,0
F116,32,2,CSZ,1,2810,200071991,2232,1,0
A301,32,2,CSZ,128,2722,200071769,2236,1,0
A507,32,2,CSZ,136,2408,240200469,2237,1,0
D402,32,2,CSZ,136,2408,240200469,2237,1,0
D606,32,2,CSZ,136,2408,240200469,2237,1,0
F113,32,2,CSZ,136,2408,200043495,2238,1,0
A206,32,2,CSZ,209,2168,200072031,2239,1,0
B102,32,2,CSZ,209,2168,200072031,2239,1,0
F102,32,2,CSZ,209,2305,200072031,2241,1,0
B315,32,2,2404,128,2722,240200477,2243,1,0
A301,32,2,2404,128,2722,240200477,2245,1,0
F114,32,2,2404,128,2722,240200477,2245,1,0
A501,32,2,CSZ,CSZ,2789,240200634,2256,1,0
F111,32,2,CSZ,1,2810,200071991,2259,1,0
A301,32,2,2402,283,2738,200071785,2260,1,0
A501,32,2,CSZ,128,2722,200071991,2267,1,0
F103,32,2,CSZ,128,2722,200071991,2267,1,0
A501,32,2,CSZ,1,2163,240200584,2268,1,0
B305,32,2,CSZ,1,2163,240200584,2268,1,0
E101,32,2,CSZ,1,2163,240200584,2268,1,0
G102,32,2,CSZ,1,2163,240200584,2268,1,0
A507,32,2,CSZ,36,51250,200072031,2271,1,0
A507,32,2,CSZ,CSZ,2789,240200444,2276,1,0
A507,32,2,CSZ,128,2722,200071991,2277,1,0
F106,32,2,CSZ,209,2168,200072031,2280,1,0
A301,32,2,CSZ,94,2691,200040426,2287,1,0
D231,32,2,CSZ,94,2691,200071892,2288,1,0
F104,32,2,2401,209,2168,200072031,2290,1,0
F113,32,2,2401,209,2168,200072031,2290,1,0
F117,32,2,2401,209,2168,200072031,2290,1,0
D232,32,2,CSZ,94,59139,240200493,2291,1,0
D201,32,2,2401,1,2168,200072031,2292,1,0
F102,32,2,2401,1,2168,200072031,2292,1,0
F112,32,2,2401,1,2168,200072031,2292,1,0
B301,32,2,CSZ,CSZ,2789,240200444,2295,1,0
D233,32,2,CSZ,CSZ,2789,240200444,2295,1,0
A501,32,2,CSZ,209,2168,200072031,2297,1,0
B301,32,2,2115,494,2558,200071983,2298,1,0
A507,32,2,2501,94,2691,200071892,2303,1,0
B304,32,2,2402,283,2738,200071785,2304,1,0
B313,32,2,2402,283,2738,200071785,2304,1,0
D605,32,2,2402,283,2738,200071785,2304,1,0
B301,32,2,2113,CSZ,2305,200072031,2305,1,0
B311,32,2,2113,CSZ,2305,200072031,2305,1,0
E01G,32,2,2113,CSZ,2305,200072031,2305,1,0
F112,32,2,2113,CSZ,2305,200072031,2305,1,0
F117,32,2,2113,CSZ,2305,200072031,2305,1,0
B203,32,2,CSZ,CSZ,2408,200040426,2306,1,0
A506,32,2,2103,1,2810,200071991,2307,1,0
F117,32,2,2103,1,2810,200071991,2307,1,0
G104,32,2,2103,1,2810,200071991,2307,1,0
A301,32,2,CSZ,136,2408,200043495,2309,1,0
A507,32,2,CSZ,94,2095,200071892,2310,1,0
F102,32,2,CSZ,94,80410,200071892,2315,1,0
F109,32,2,CSZ,94,80410,200071892,2315,1,0
F111,32,2,CSZ,94,80410,200071892,2315,1,0
F113,32,2,CSZ,94,80410,200071892,2315,1,0
D201,32,2,CSZ,CSZ,2173,200071769,2318,1,0
D235,32,2,CSZ,CSZ,2173,200071769,2318,1,0
A205,32,2,2117,562,2789,240200444,2321,1,0
A501,32,2,2117,562,2789,240200444,2321,1,0
B305,32,2,2117,562,2789,240200444,2321,1,0
D602,32,2,2117,562,2789,240200444,2321,1,0
A501,32,2,CSZ,128,2795,200071991,2326,1,0
D232,32,2,CSZ,128,2795,200071991,2326,1,0
D232,32,2,CSZ,94,80410,240200493,2327,1,0
F113,32,2,CSZ,562,2789,240200444,2331,1,0
B316,32,2,CSZ,209,2305,200072031,2332,1,0
A506,32,2,2501,94,2691,200071892,2340,1,0
F112,32,2,2501,94,2691,200071892,2340,1,0
A501,32,2,CSZ,209,2168,200072031,2347,1,0
D303,32,2,CSZ,209,2168,200072031,2347,1,0
A301,32,2,CSZ,36,51454,240200592,2349,1,0
A301,32,2,CSZ,94,59139,240200493,2352,1,0
D201,32,2,CSZ,94,59139,240200493,2352,1,0
B203,32,2,CSZ,94,2691,240200493,2355,1,0
A301,32,2,CSZ,562,2789,240200444,2357,1,0
A206,32,2,2501,94,2691,200071892,2359,1,0
D201,32,2,2501,94,2691,200071892,2359,1,0
A506,32,2,2110,36,51454,240200576,2360,1,0
B301,32,2,2110,36,51454,240200576,2360,1,0
D242,32,2,2110,36,51454,240200576,2360,1,0
D701,32,2,2119,466,2361,200071983,2361,1,0
G104,32,2,2119,466,2361,200071983,2361,1,0
A501,32,2,CSZ,273,2173,200071785,2362,1,0
B203,32,2,CSZ,CSZ,2173,200071769,2363,1,0
E101,32,2,CSZ,94,80620,240200493,2370,1,0
B310,32,2,2501,94,2691,200071892,2371,1,0
A501,32,2,CSZ,562,2789,240200444,2373,1,0
B203,32,2,CSZ,CSZ,2789,240200444,2377,1,0
A507,32,2,CSZ,308,2381,240200600,2378,1,0
D208,32,2,2203,308,2381,240200600,2381,1,0
F106,32,2,2203,308,2381,240200600,2381,1,0
G104,32,2,2203,308,2381,240200600,2381,1,0
D201,32,2,CSZ,94,2691,240200493,2382,1,0
D709,32,2,CSZ,94,2691,240200493,2382,1,0
F106,32,2,CSZ,94,2691,200071892,2383,1,0
A507,32,2,CSZ,94,2691,200040426,2387,1,0
A507,32,2,CSZ,209,51217,200072031,2389,1,0
A301,32,2,CSZ,94,2691,240200493,2390,1,0
A507,32,2,2111,94,2738,200071892,2397,1,0
F111,32,2,CSZ,128,2722,240200477,2398,1,0
B316,32,2,CSZ,36,51454,240200576,2399,1,0
B206,32,2,2403,136,2408,200043495,2408,1,0
B308,32,2,2403,136,2408,200043495,2408,1,0
D112,32,2,2403,136,2408,200043495,2408,1,0
D206,32,2,2403,136,2408,200043495,2408,1,0
D213,32,2,2403,136,2408,200043495,2408,1,0
B203,32,2,CSZ,CSZ,51454,240200576,2409,1,0
E101,32,2,CSZ,136,2408,200043495,2413,1,0
A501,32,2,CSZ,494,2558,240200444,2419,1,0
A207,32,2,CSZ,94,2691,200071892,2420,1,0
B203,32,2,CSZ,94,2691,200071892,2420,1,0
D201,32,2,CSZ,94,2691,200071892,2420,1,0
A207,32,2,CSZ,466,2361,200071983,2422,1,0
B203,32,2,CSZ,466,2361,200071983,2422,1,0
A507,32,2,CSZ,128,2722,200071769,2423,1,0
F102,32,2,CSZ,128,2722,240200477,2424,1,0
A507,32,2,CSZ,94,2691,240200493,2426,1,0
B305,32,2,CSZ,136,2408,200043495,2429,1,0
A301,32,2,CSZ,136,2408,240200576,2430,1,0
D221,32,2,CSZ,136,2408,240200576,2430,1,0
A501,32,2,CSZ,283,2738,200071785,2431,1,0
D201,32,2,CSZ,36,51250,240200501,2439,1,0
D709,32,2,CSZ,36,51250,240200501,2439,1,0
E101,32,2,CSZ,36,51250,240200501,2439,1,0
A501,32,2,CSZ,CSZ,2305,200072031,2442,1,0
A301,32,2,CSZ,36,51250,240200576,2453,1,0
B203,32,2,CSZ,36,51250,240200576,2453,1,0
F102,32,2,CSZ,273,2173,200071785,2456,1,0
D502,32,2,CSZ,136,2408,240200576,2457,1,0
A501,32,2,CSZ,1,2163,240200584,2465,1,0
B305,32,2,2106,CSZ,2468,240200469,2468,1,0
G102,32,2,2106,CSZ,2468,240200469,2468,1,0
A301,32,2,CSZ,308,2381,240200600,2470,1,0
B203,32,2,CSZ,308,2381,240200600,2470,1,0
A501,32,2,CSZ,94,2738,200071785,2473,1,0
D232,32,2,CSZ,283,2738,200071785,2474,1,0
E101,32,2,CSZ,CSZ,2095,200071983,2476,1,0
G101,32,2,CSZ,CSZ,2095,200071983,2476,1,0
B316,32,2,2404,128,2722,240200477,2477,1,0
D208,32,2,2404,128,2722,240200477,2477,1,0
D236,32,2,2404,128,2722,240200477,2477,1,0
D232,32,2,CSZ,128,2722,240200477,2485,1,0
D303,32,2,CSZ,128,2722,240200501,2487,1,0
D232,32,2,CSZ,466,2361,200071983,2494,1,0
F103,32,2,CSZ,136,2408,200043495,2497,1,0
F113,32,2,CSZ,136,2408,200043495,2497,1,0
B305,32,2,CSZ,136,51454,240200576,2498,1,0
D201,32,2,CSZ,94,2095,240200493,2500,1,0
A104,32,2,CSZ,CSZ,2381,240200634,2502,1,0
A302,32,2,CSZ,CSZ,2381,240200634,2502,1,0
D235,32,2,CSZ,CSZ,2381,240200634,2502,1,0
F101,32,2,CSZ,CSZ,2381,240200634,2502,1,0
F102,32,2,CSZ,CSZ,2381,240200634,2502,1,0
F113,32,2,CSZ,CSZ,2381,240200634,2502,1,0
F111,32,2,2114,94,2691,200040426,2503,1,0
B304,32,2,2111,94,2738,200071892,2504,1,0
D233,32,2,2111,94,2738,200071892,2504,1,0
A301,32,2,CSZ,CSZ,2468,240200469,2513,1,0
E01G,32,2,CSZ,36,51250,240200501,2520,1,0
A301,32,2,CSZ,1,77183,240200584,2521,1,0
F102,32,2,CSZ,209,2168,200072031,2524,1,0
F116,32,2,CSZ,209,2168,200072031,2524,1,0
A301,32,2,CSZ,94,2691,200071892,2525,1,0
F102,32,2,CSZ,94,2691,200071892,2525,1,0
A207,32,2,CSZ,128,2795,200071991,2527,1,0
F111,32,2,CSZ,128,2795,200071991,2527,1,0
F113,32,2,CSZ,128,2795,200071991,2527,1,0
A01G,32,2,CSZ,94,2738,200040426,2532,1,0
D221,32,2,CSZ,94,2738,200040426,2532,1,0
D601,32,2,CSZ,562,2789,240200444,2535,1,0
D605,32,2,CSZ,562,2789,240200444,2535,1,0
B203,32,2,CSZ,128,2722,240200519,2536,1,0
A501,32,2,CSZ,36,51454,240200576,2541,1,0
F102,32,2,CSZ,36,51454,240200576,2541,1,0
F111,32,2,CSZ,36,51454,240200576,2541,1,0
F113,32,2,CSZ,36,51454,240200576,2541,1,0
A104,32,2,CSZ,CSZ,2810,200072031,2543,1,0
B315,32,2,CSZ,CSZ,2810,200072031,2543,1,0
A501,32,2,CSZ,494,2361,240200444,2548,1,0
E101,32,2,CSZ,94,2691,200071892,2549,1,0
G102,32,2,CSZ,94,2691,200071892,2549,1,0
F113,32,2,CSZ,36,51454,240200576,2553,1,0
D303,32,2,2105,209,2168,200072031,2554,1,0
F113,32,2,2105,209,2168,200072031,2554,1,0
D112,32,2,2109,494,2558,240200444,2558,1,0
D243,32,2,2109,494,2558,240200444,2558,1,0
A301,32,2,CSZ,283,2738,240200469,2560,1,0
E101,32,2,CSZ,128,2722,240200477,2564,1,0
A301,32,2,CSZ,36,51454,240200576,2572,1,0
D233,32,2,CSZ,308,2381,240200600,2574,1,0
F121,32,2,CSZ,308,2381,240200600,2574,1,0
A507,32,2,2114,94,2691,200040426,2575,1,0
D207,32,2,2114,94,2691,200040426,2575,1,0
A301,32,2,CSZ,209,2305,240200519,2580,1,0
A507,32,2,CSZ,36,51250,240200501,2581,1,0
A507,32,2,CSZ,128,2722,240200519,2585,1,0
A301,32,2,CSZ,94,2691,200040426,2592,1,0
F106,32,2,CSZ,128,2722,240200477,2593,1,0
B310,32,2,CSZ,1,2163,240200584,2596,1,0
F111,32,2,CSZ,128,2722,200071991,2598,1,0
D233,32,2,CSZ,36,51454,240200576,2601,1,0
D233,32,2,2118,CSZ,2018,200071769,2602,1,0
B203,32,2,CSZ,CSZ,2789,240200444,2608,1,0
A301,32,2,CSZ,128,2722,240200477,2610,1,0
F111,32,2,CSZ,128,2722,240200477,2610,1,0
B203,32,2,CSZ,36,51250,240200576,2613,1,0
G104,32,2,CSZ,36,51250,240200576,2613,1,0
A507,32,2,CSZ,136,2408,240200469,2617,1,0
C303,32,2,CSZ,136,2408,240200469,2617,1,0
A207,32,2,CSZ,571,2095,240200493,2618,1,0
A507,32,2,CSZ,136,2408,200043495,2621,1,0
A207,32,2,CSZ,CSZ,2361,240200444,2629,1,0
A501,32,2,CSZ,CSZ,2173,200071785,2631,1,0
A501,32,2,CSZ,CSZ,2381,240200634,2634,1,0
A301,32,2,CSZ,94,2691,200040426,2640,1,0
A301,32,2,CSZ,CSZ,2381,240200634,2642,1,0
B316,32,2,CSZ,128,2795,200071991,2643,1,0
B301,32,2,CSZ,94,2691,200040426,2648,1,0
D233,32,2,CSZ,94,2691,200040426,2648,1,0
A301,32,2,CSZ,209,2305,200072031,2649,1,0
B203,32,2,CSZ,36,51250,240200576,2656,1,0
F103,32,2,CSZ,36,51250,240200576,2656,1,0
F113,32,2,CSZ,36,51250,240200576,2656,1,0
A301,32,2,CSZ,94,2691,200071892,2659,1,0
A507,32,2,CSZ,1,51380,200072031,2664,1,0
A01G,32,2,CSZ,CSZ,2381,240200634,2666,1,0
F113,32,2,CSZ,128,2722,200071991,2667,1,0
A507,32,2,CSZ,CSZ,2361,240200444,2668,1,0
B203,32,2,CSZ,CSZ,2789,240200444,2670,1,0
A507,32,2,2107,CSZ,2738,200071785,2680,1,0
D235,32,2,2107,CSZ,2738,200071785,2680,1,0
E101,32,2,CSZ,136,2468,240200469,2689,1,0
B203,32,2,2202,1,2163,240200584,2701,1,0
B203,32,2,CSZ,94,2691,240200493,2702,1,0
D201,32,2,CSZ,94,2691,240200493,2702,1,0
E101,32,2,CSZ,94,2095,240200493,2703,1,0
A507,32,2,CSZ,CSZ,2173,200071769,2704,1,0
F103,32,2,CSZ,128,2722,240200477,2706,1,0
B203,32,2,CSZ,CSZ,59139,240200493,2709,1,0
F102,32,2,CSZ,94,2691,200071892,2710,1,0
A301,32,2,CSZ,209,2305,200072031,2713,1,0
E101,32,2,CSZ,209,2305,200072031,2713,1,0
B311,32,2,2102,CSZ,51454,240200576,2720,1,0
B313,32,2,2102,CSZ,51454,240200576,2720,1,0
A506,32,2,CSZ,94,2691,200040426,2721,1,0
D705,32,2,2404,128,2722,240200477,2722,1,0
D232,32,2,CSZ,CSZ,2141,240200444,2725,1,0
A301,32,2,CSZ,CSZ,2722,240200501,2730,1,0
A207,32,2,CSZ,CSZ,2468,240200469,2737,1,0
B203,32,2,CSZ,CSZ,2468,240200469,2737,1,0
D201,32,2,CSZ,CSZ,2468,240200469,2737,1,0
A01G,32,2,2402,283,2738,200071785,2738,1,0
B305,32,2,2402,283,2738,200071785,2738,1,0
D202,32,2,2402,283,2738,200071785,2738,1,0
D206,32,2,2402,283,2738,200071785,2738,1,0
E101,32,2,2402,283,2738,200071785,2738,1,0
G104,32,2,2402,283,2738,200071785,2738,1,0
A507,32,2,CSZ,283,2738,200071785,2746,1,0
B310,32,2,CSZ,283,2738,200071785,2746,1,0
A301,32,2,CSZ,CSZ,51217,200072031,2748,1,0
B203,32,2,CSZ,CSZ,51217,200072031,2748,1,0
F201,32,2,CSZ,CSZ,51217,200072031,2748,1,0
F111,32,2,CSZ,1,2810,200071991,2749,1,0
A301,32,2,CSZ,CSZ,2173,200071769,2750,1,0
B203,32,2,CSZ,CSZ,2173,200071769,2750,1,0
B103,32,2,CSZ,466,2361,200071983,2753,1,0
A207,32,2,CSZ,136,2408,200071769,2755,1,0
A301,32,2,CSZ,94,2691,200040426,2756,1,0
G103,32,2,CSZ,466,2361,200071983,2757,1,0
B304,32,2,2101,128,2722,240200501,2758,1,0
G104,32,2,2101,128,2722,240200501,2758,1,0
A301,32,2,CSZ,CSZ,2095,200071983,2760,1,0
A501,32,2,2404,128,2722,240200477,2770,1,0
B103,32,2,2404,128,2722,240200477,2770,1,0
D233,32,2,2404,128,2722,240200477,2770,1,0
D232,32,2,CSZ,94,59139,240200493,2776,1,0
D221,32,2,2108,128,2722,240200477,2780,1,0
F113,32,2,CSZ,209,2168,200072031,2781,1,0
A01G,32,2,CSZ,94,2691,240200493,2785,1,0
A507,32,2,CSZ,94,2691,240200493,2785,1,0
A507,32,2,CSZ,CSZ,2173,200071769,2786,1,0
A206,32,2,CSZ,136,2738,200071785,2788,1,0
B311,32,2,2117,562,2789,240200444,2789,1,0
C605,32,2,2117,562,2789,240200444,2789,1,0
D302,32,2,2117,562,2789,240200444,2789,1,0
E101,32,2,CSZ,1,2810,240200584,2792,1,0
A01G,32,2,CSZ,CSZ,2795,200071991,2795,1,0
D401,32,2,CSZ,CSZ,2795,200071991,2795,1,0
E101,32,2,CSZ,CSZ,2795,200071991,2795,1,0
F113,32,2,CSZ,CSZ,2795,200071991,2795,1,0
E01G,32,2,CSZ,209,2810,200072031,2796,1,0
D709,32,2,CSZ,36,51250,240200501,2797,1,0
D201,32,2,CSZ,128,2722,240200519,2799,1,0
A301,32,2,CSZ,128,2722,240200519,2804,1,0
D232,32,2,CSZ,128,2722,240200519,2804,1,0
B310,32,2,2404,128,2722,240200477,2805,1,0
E101,32,2,2404,128,2722,240200477,2805,1,0
A301,32,2,CSZ,CSZ,2305,200072031,2806,1,0
G102,32,2,CSZ,273,2173,200071785,2807,1,0
B304,32,2,2301,1,2810,200071991,2810,1,0
D208,32,2,2301,1,2810,200071991,2810,1,0
F112,32,2,2301,1,2810,200071991,2810,1,0
F117,32,2,2301,1,2810,200071991,2810,1,0
A301,32,2,CSZ,CSZ,2810,200071991,2812,1,0
A507,32,2,CSZ,209,2305,200072031,2816,1,0
F113,32,2,2202,1,2163,240200584,2818,1,0
B311,32,2,2302,273,2173,200071785,2820,1,0
D233,32,2,2302,273,2173,200071785,2820,1,0
G102,32,2,2302,273,2173,200071785,2820,1,0
A507,32,2,CSZ,136,2408,200043495,2821,1,0
A301,32,2,CSZ,1,2810,200071991,2822,1,0
B203,32,2,CSZ,136,2408,200043495,2824,1,0
D201,32,2,CSZ,136,2468,240200469,2827,1,0
A507,32,2,CSZ,CSZ,59136,200071983,2830,1,0
D201,32,2,CSZ,CSZ,59136,200071983,2830,1,0
E101,32,2,CSZ,308,2381,240200600,2833,1,0
A506,84,3,3502,110,3310,200071363,3001,1,0
D221,84,3,3502,110,3310,200071363,3001,1,0
B305,84,3,CSZ,CSZ,18197,240300558,3003,1,0
G102,84,3,CSZ,600,3138,240300491,3004,1,0
F116,84,3,CSZ,109,3185,240300657,3005,1,0
A206,84,3,CSZ,CSZ,3165,200071363,3006,1,0
A301,84,3,CSZ,122,3190,200071140,3011,1,0
A507,84,3,3401,122,3190,200071140,3013,1,0
D231,84,3,3401,122,3190,200071140,3013,1,0
D235,84,3,3401,122,3190,200071140,3013,1,0
F116,84,3,CSZ,CSZ,71275,200071470,3014,1,0
E101,84,3,CSZ,122,3190,200071140,3015,1,0
D201,84,3,CSZ,460,3254,200071389,3018,1,0
A206,84,3,CSZ,122,3102,200071470,3019,1,0
D235,84,3,CSZ,122,3102,200071470,3019,1,0
A205,84,3,3502,110,3310,200071363,3023,1,0
D201,84,3,CSZ,CSZ,3138,240300491,3024,1,0
D232,84,3,CSZ,CSZ,3138,240300491,3024,1,0
A206,84,3,CSZ,122,3190,200071140,3025,1,0
A507,84,3,CSZ,122,3190,200071140,3026,1,0
A301,84,3,CSZ,110,3138,240300491,3028,1,0
A301,84,3,3106,110,3236,200071363,3029,1,0
G104,84,3,3106,110,3236,200071363,3029,1,0
D235,84,3,3102,122,3036,200071496,3036,1,0
E101,84,3,3102,122,3036,200071496,3036,1,0
B203,84,3,CSZ,122,3190,200071140,3039,1,0
D233,84,3,CSZ,122,3190,200071140,3040,1,0
B203,84,3,CSZ,110,3138,240300491,3042,1,0
D243,84,3,CSZ,CSZ,3118,200071389,3043,1,0
G102,84,3,CSZ,CSZ,3118,200071389,3043,1,0
D232,84,3,CSZ,110,3310,200071363,3044,1,0
A501,84,3,CSZ,110,3310,200071363,3045,1,0
B203,84,3,CSZ,110,3310,200071363,3045,1,0
B203,84,3,CSZ,CSZ,3082,200071512,3047,1,0
A507,84,3,CSZ,CSZ,18197,240300558,3048,1,0
B313,84,3,CSZ,CSZ,18197,240300558,3048,1,0
B301,84,3,CSZ,CSZ,3254,200071389,3053,1,0
D113,84,3,CSZ,CSZ,3254,200071389,3053,1,0
D221,84,3,CSZ,CSZ,3254,200071389,3053,1,0
D303,84,3,CSZ,CSZ,3254,200071389,3053,1,0
A507,84,3,CSZ,109,3185,240300657,3055,1,0
B316,84,3,CSZ,109,3185,240300657,3055,1,0
A507,84,3,3502,110,3310,200071363,3060,1,0
D232,84,3,3502,110,3310,200071363,3060,1,0
F109,84,3,270,416,71176,200071884,3063,1,0
A301,84,3,CSZ,109,3185,240300657,3072,1,0
E101,84,3,CSZ,109,3185,240300657,3072,1,0
B203,84,3,CSZ,122,3190,200071140,3073,1,0
A206,84,3,CSZ,122,3102,200071140,3074,1,0
A207,84,3,CSZ,CSZ,3138,200071470,3079,1,0
D233,84,3,CSZ,122,3254,200071389,3083,1,0
B304,84,3,CSZ,CSZ,3084,200071512,3084,1,0
B305,84,3,CSZ,CSZ,3084,200071512,3084,1,0
G102,84,3,CSZ,CSZ,3084,200071512,3084,1,0
E101,84,3,CSZ,122,3190,200071140,3085,1,0
D233,84,3,CSZ,CSZ,18242,240300558,3087,1,0
D303,84,3,CSZ,122,3190,200071496,3092,1,0
E101,84,3,3502,110,3310,200071363,3093,1,0
E101,84,3,3502,110,3310,200071363,3094,1,0
B206,84,3,3502,110,3310,200071363,3095,1,0
B304,84,3,3502,110,3310,200071363,3095,1,0
D210,84,3,3502,110,3310,200071363,3095,1,0
D231,84,3,3502,110,3310,200071363,3095,1,0
D235,84,3,3502,110,3310,200071363,3095,1,0
F106,84,3,3502,110,3310,200071363,3095,1,0
B301,84,3,3501,109,3185,200071082,3098,1,0
D206,84,3,3501,109,3185,200071082,3098,1,0
A206,84,3,CSZ,627,3102,200071470,3100,1,0
A301,84,3,CSZ,627,3102,200071470,3100,1,0
D201,84,3,CSZ,627,3102,200071470,3100,1,0
E101,84,3,CSZ,627,3102,200071470,3100,1,0
D401,84,3,3103,627,3102,200071470,3102,1,0
B305,84,3,CSZ,CSZ,3138,200071470,3103,1,0
B313,84,3,CSZ,CSZ,3138,200071470,3103,1,0
A206,84,3,CSZ,109,3082,200071512,3106,1,0
B305,84,3,CSZ,109,3082,200071512,3106,1,0
A01G,84,3,CSZ,CSZ,3118,200071389,3107,1,0
G102,84,3,CSZ,CSZ,3118,200071389,3107,1,0
D233,84,3,CSZ,109,3185,240300566,3111,1,0
D303,84,3,CSZ,CSZ,3254,200071389,3112,1,0
A206,84,3,CSZ,110,3165,200071363,3113,1,0
B206,84,3,CSZ,110,3165,200071363,3113,1,0
G102,84,3,CSZ,110,3165,200071363,3113,1,0
G102,84,3,CSZ,122,3298,200071389,3114,1,0
A206,84,3,CSZ,CSZ,3036,200071496,3117,1,0
A206,84,3,CSZ,122,71047,200071140,3120,1,0
E101,84,3,CSZ,122,3190,200071140,3121,1,0
A301,84,3,CSZ,122,3298,200071140,3124,1,0
A207,84,3,3502,110,3310,200071363,3126,1,0
D201,84,3,3502,110,3310,200071363,3126,1,0
D233,84,3,3502,110,3310,200071363,3126,1,0
A01G,84,3,CSZ,CSZ,3084,240300558,3127,1,0
A501,84,3,CSZ,CSZ,3084,240300558,3127,1,0
A01G,84,3,CSZ,109,3185,240300657,3128,1,0
B313,84,3,CSZ,109,3185,240300657,3128,1,0
B203,84,3,CSZ,CSZ,3138,200071470,3132,1,0
B301,84,3,CSZ,CSZ,3138,200071470,3132,1,0
G103,84,3,CSZ,530,3118,200071389,3133,1,0
A506,84,3,3105,600,3138,240300491,3138,1,0
B304,84,3,3105,600,3138,240300491,3138,1,0
G103,84,3,3105,600,3138,240300491,3138,1,0
G104,84,3,3105,600,3138,240300491,3138,1,0
A301,84,3,CSZ,CSZ,3165,200071363,3139,1,0
D231,84,3,3501,109,3185,200071082,3140,1,0
D603,84,3,3501,109,3185,200071082,3140,1,0
E101,84,3,3501,109,3185,200071082,3140,1,0
G102,84,3,3501,109,3185,200071082,3140,1,0
A207,84,3,CSZ,CSZ,3138,200071470,3142,1,0
E101,84,3,CSZ,460,3254,200071389,3149,1,0
B301,84,3,CSZ,CSZ,18242,200071140,3155,1,0
A206,84,3,CSZ,122,3190,200071140,3156,1,0
A507,84,3,CSZ,110,3310,200071363,3157,1,0
D221,84,3,3203,109,3082,200071512,3159,1,0
B301,84,3,CSZ,CSZ,23076,200071082,3161,1,0
B203,84,3,CSZ,110,3310,200071363,3163,1,0
